company names,cars names,engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H [s],Cars Prices [USD],fuel types,Seats,Torque [Nm]
volkswagen,passat alltrack tdi,2.0l diesel i4,1968,190,220,"16,50","40,000",diesel,5,400
volkswagen,id. buzz cargo ev,electric motor,77 kWh,204,145,"17,50","55,000",electric,2,310
nissan,versa,1.6l inline-4,1598,122,180,"18,50","16,700",petrol,5,154
nissan,micra,1.0l turbocharged inline-3,999,100,175,"19,50","15,500",petrol,5,160
nissan,patrol platinum,5.6l v8,5552,400,210,"20,50","77,000",petrol,7,560
nissan,qashqai,1.3l turbocharged inline-4,1332,156,195,"21,50","26,000",petrol,5,260
nissan,murano,3.5l v6,3498,260,210,"22,50","39,000",petrol,5,325
nissan,maxima platinum,3.5l v6,3498,300,220,"23,50","45,000",petrol,5,353
nissan,armada,5.6l v8,5552,400,210,"24,50","51,000",petrol,8,560
nissan,kicks,1.6l inline-4,1598,122,180,"25,50","20,000",petrol,5,154
nissan,x-trail,1.5l turbocharged inline-3,1498,201,200,"26,50","29,000",hybrid,5,305
nissan,z (fairlady z),3.0l twin-turbo v6,2997,400,250,"27,50","40,000",petrol,2,475
nissan,almera,1.0l turbocharged inline-3,999,100,185,"28,50","14,500",petrol,5,160
nissan,sylphy,1.8l inline-4,1798,137,190,"29,50","18,000",petrol,5,174
nissan,note,1.2l inline-3 hybrid,1198,109,170,"30,50","16,000",hybrid,5,150
nissan,sunny,1.6l inline-4,1598,118,180,"31,50","15,000",petrol,5,156
nissan,cube,1.8l inline-4,1798,122,175,"1,60","14,500",petrol,5,171
nissan,juke,1.0l turbocharged inline-3,999,117,180,"2,60","25,000",petrol,5,180
nissan,terrano,1.5l inline-4 diesel,1461,110,168,"3,60","15,500",diesel,5,248
nissan,magnite,1.0l turbocharged inline-3,999,100,160,"4,60","12,000",petrol,5,160
nissan,xterra,4.0l v6,3954,261,200,"5,60","35,000",petrol,7,381
nissan,patrol,5.6l v8,5552,400,210,"6,60","77,000",petrol,7,560
nissan,gt-r nismo,3.8l twin-turbo v6,3799,600,330,"7,60","220,000",petrol,2,652
nissan,370z roadster,3.7l v6,3696,332,250,"8,60","41,820",petrol,2,366
nissan,ariya,dual electric motors,87 kWh,389,200,"9,60","58,950",electric,5,600
nissan,patrol royale,5.6l v8,5552,400,210,"10,60","85,000",petrol,7,560
nissan,infiniti qx80*,5.6l v8,5552,400,210,"11,60","70,600",petrol,7,560
nissan,tiida,1.6l inline-4,1598,126,190,"12,60","14,500",petrol,5,154
nissan,pulsar,1.2l turbocharged inline-4,1197,115,190,"13,60","19,000",petrol,5,190
nissan,latio,1.5l inline-4,1498,102,175,"14,60","13,000",petrol,5,139
nissan,bluebird sylphy,2.0l inline-4,1997,133,185,"15,60","18,500",petrol,5,191
nissan,march,1.2l inline-3,1198,79,170,"16,60","12,000",petrol,5,106
nissan,rogue sport,2.0l inline-4,1997,141,190,"17,60","24,960",petrol,5,199
nissan,x-trail hybrid,2.0l inline-4 hybrid,1997,179,180,"18,60","28,500",hybrid,5,207
nissan,pathfinder rock creek,3.5l v6,3498,284,190,"19,60","42,820",petrol,7,351
nissan,armada platinum,5.6l v8,5552,400,210,"20,60","65,300",petrol,8,560
nissan,terrano xl,1.6l inline-4,1598,104,165,"21,60","14,000",petrol,5,145
nissan,gt-r50 by italdesign,3.8l twin-turbo v6,3799,720,315,"22,60","1,100,000 ",petrol,2,780
nissan,370z nismo,3.7l v6,3696,350,250,"23,60","45,790",petrol,2,374
nissan,ariya e-4orce,dual electric motors,87 kWh,389,200,"24,60","60,000",electric,5,600
nissan,patrol nismo,5.6l v8,5552,428,210,"25,60","105,000",petrol,7,560
nissan,infiniti q60*,3.0l v6 twin-turbo,2997,300,250,"26,60","41,750",petrol,4,400
nissan,primera,2.0l inline-4,1998,140,200,"27,60","20,000",petrol,5,190
nissan,skyline,3.0l v6 twin-turbo,2997,400,250,"28,60","50,000",petrol,5,475
nissan,cedric,2.0l inline-6,1998,150,190,"29,60","22,000",petrol,5,190
nissan,gloria,2.5l v6,2498,210,210,"30,60","30,000",petrol,5,250
nissan,stanza,1.8l inline-4,1796,120,175,"1,70","18,500",petrol,5,170
nissan,patrol super safari,4.8l inline-6,4750,280,190,"2,70","55,000",petrol,7,451
nissan,pathfinder hybrid,2.5l inline-4 hybrid,2488,250,190,"3,70","42,500",hybrid,7,329
nissan,x-terra pro-4x,2.5l inline-4,2498,190,175,"4,70","40,000",petrol,7,240
nissan,rogue platinum,1.5l turbo inline-3,1497,201,180,"5,70","38,000",petrol,5,300
nissan,qashqai tekna,1.3l turbo hybrid inline-4,1332,158,190,"6,70","36,000",hybrid,5,270
nissan,gt-r v-spec,3.8l twin-turbo v6,3799,600,330,"7,70","175,000",petrol,2,652
nissan,skyline nismo,3.0l twin-turbo v6,2997,420,270,"8,70","55,000",petrol,5,475
nissan,ariya lounge edition,dual electric motors,87 kWh,389,200,"9,70","63,000",electric,5,600
nissan,patrol titanium,5.6l v8,5552,428,210,"10,70","98,000",petrol,7,560
nissan,infiniti fx50*,5.0l v8,5026,390,250,"11,70","61,750",petrol,5,500
nissan,avenir,2.0l inline-4,1998,140,180,"12,70","20,000",petrol,5,186
nissan,wingroad,1.8l inline-4,1798,125,175,"13,70","18,000",petrol,5,168
nissan,presea,1.8l inline-4,1838,115,170,"14,70","17,500",petrol,5,161
nissan,leopard,3.0l v6,2960,210,200,"15,70","32,000",petrol,5,265
nissan,sunny nismo edition,1.6l turbo inline-4,1598,190,200,"16,70","24,000",petrol,5,240
nissan,paladin,2.4l inline-4,2438,150,180,"17,70","20,000",petrol,5,217
nissan,hardbody suv,2.5l inline-4,2498,158,175,"18,70","18,500",petrol,5,225
nissan,patrol desert edition,5.6l v8,5552,428,210,"19,70","95,000",petrol,7,560
nissan,pathfinder armada,5.6l v8,5552,400,200,"20,70","60,000",petrol,7,560
nissan,rogue midnight edition,1.5l turbo inline-3,1497,201,180,"21,70","39,000",petrol,5,300
nissan,gt-r black edition,3.8l twin-turbo v6,3799,600,330,"22,70","185,000",petrol,2,652
nissan,fairlady z heritage,3.0l twin-turbo v6,2997,400,250,"23,70","48,000",petrol,2,475
nissan,skyline gt-r r34,2.6l twin-turbo inline-6,2568,276,250,"24,70","70,000",petrol,4,392
nissan,ariya premiere,dual electric motors,87 kWh,389,200,"25,70","67,000",electric,5,600
nissan,infiniti qx55*,2.0l vc-turbo inline-4,1997,268,230,"26,70","50,000",petrol,5,380
nissan,nv350 caravan,2.5l inline-4 diesel,2488,129,155,"27,70","28,000",diesel,8,356
nissan,navara,2.3l inline-4 diesel,2298,190,180,"28,70","32,000",diesel,5,450
nissan,titan xd,5.6l v8,5552,400,195,"29,70","55,000",petrol,6,560
nissan,evalia,1.5l inline-4 diesel,1461,85,140,"30,70","25,000",diesel,7,200
nissan,cabstar,2.5l inline-4 diesel,2488,130,145,"31,70","27,000",diesel,3,350
nissan,cherry,1.4l inline-4,1397,67,145,"1,80","14,000",petrol,5,110
nissan,laurel,2.8l inline-6 diesel,2825,94,160,"2,80","22,000",diesel,5,184
nissan,silvia,2.0l turbo inline-4,1998,247,235,"3,80","45,000",petrol,4,275
nissan,nx coupe,2.0l inline-4,1998,140,200,"4,80","22,000",petrol,4,180
nissan,ad wagon,1.5l inline-4,1498,105,165,"5,80","16,000",petrol,5,150
nissan,patrol super safari y61,4.8l inline-6,4750,280,190,"6,80","58,000",petrol,7,451
nissan,pathfinder rock creek edition,3.5l v6,3498,284,195,"7,80","44,000",petrol,7,351
nissan,terrano ii,2.7l inline-4 diesel,2664,125,160,"8,80","28,000",diesel,5,278
nissan,murano crosscabriolet,3.5l v6,3498,260,195,"9,80","47,000",petrol,4,325
nissan,x-trail tekna,1.5l turbo hybrid,1497,204,190,"10,80","43,000",hybrid,5,305
nissan,gt-r lm nismo,3.0l twin-turbo v6 hybrid,3000,500,320,"11,80","600,000",hybrid,2,650
nissan,skyline 400r,3.0l twin-turbo v6,2997,400,250,"12,80","70,000",petrol,5,475
nissan,infiniti g37*,3.7l v6,3696,328,250,"13,80","42,000",petrol,5,365
nissan,patrol black edition,5.6l v8,5552,400,200,"14,80","85,000",petrol,7,560
nissan,ariya empower+,dual electric motors,87 kWh,389,200,"15,80","68,000",electric,5,600
nissan,datsun 510 (classic),1.6l inline-4,1595,96,175,"16,80","25,000",petrol,4,135
nissan,200sx,2.0l turbo inline-4,1998,200,240,"17,80","30,000",petrol,4,265
nissan,300zx,3.0l twin-turbo v6,2960,300,250,"18,80","50,000",petrol,4,384
nissan,r390 gt1 road car,3.5l twin-turbo v8,3495,550,354,"19,80","1,000,000 ",petrol,2,637
nissan,figaro,1.0l turbo inline-4,987,76,170,"20,80","20,000",petrol,4,103
nissan,hardbody truck,2.4l inline-4,2389,134,160,"21,80","25,000",petrol,5,206
nissan,atlas,3.0l inline-4 diesel,2999,130,130,"22,80","35,000",diesel,3,300
nissan,clipper,660cc inline-3,659,48,110,"23,80","10,000",petrol,4,62
nissan,nv200,2.0l inline-4,1998,131,140,"24,80","28,000",petrol,7,188
nissan,violet,1.8l inline-4,1770,85,155,"25,80","18,000",petrol,5,130
nissan,bluebird z,2.0l inline-4,1998,140,190,"26,80","23,000",petrol,5,180
nissan,stanza wagon,2.4l inline-4,2389,138,160,"27,80","22,000",petrol,7,205
nissan,180sx,2.0l turbo inline-4,1998,205,240,"28,80","35,000",petrol,4,275
nissan,sunny california,1.6l inline-4,1597,110,170,"29,80","18,000",petrol,5,140
nissan,patrol warrior,5.6l v8,5552,428,205,"30,80","95,000",petrol,7,580
nissan,pathfinder armada platinum,5.6l v8,5552,400,190,"31,80","70,000",petrol,7,560
nissan,rogue sport sl,2.0l inline-4,1998,141,190,"1,90","32,000",petrol,5,195
nissan,x-trail platinum edition,1.5l turbo hybrid,1497,204,190,"2,90","46,000",hybrid,5,305
nissan,qashqai e-power,1.5l hybrid,1497,187,200,"3,90","40,000",hybrid,5,330
nissan,gt-r egoist,3.8l twin-turbo v6,3799,565,315,"4,90","220,000",petrol,2,637
nissan,infiniti m45*,4.5l v8,4494,325,250,"5,90","50,000",petrol,5,451
nissan,skyline 50th anniversary,3.0l twin-turbo v6,2997,400,250,"6,90","75,000",petrol,5,475
nissan,ariya dual motor awd,dual electric motors,87 kWh,389,200,"7,90","70,000",electric,5,600
nissan,patrol legend edition,5.6l v8,5552,428,205,"8,90","95,000",petrol,7,580
nissan,datsun 240z (classic),2.4l inline-6,2393,151,210,"9,90","45,000",petrol,2,198
nissan,100nx,1.6l inline-4,1597,110,185,"10,90","18,000",petrol,4,135
nissan,cedric special edition,3.0l v6,2960,250,225,"11,90","60,000",petrol,5,330
nissan,300zx turbo,3.0l twin-turbo v6,2960,300,250,"12,90","55,000",petrol,4,384
nissan,silvia s15 spec-r,2.0l turbo inline-4,1998,250,240,"13,90","35,000",petrol,4,300
nissan,nv400,2.3l inline-4 diesel,2298,135,150,"14,90","40,000",diesel,3,360
nissan,titan warrior,5.6l v8,5552,400,180,"15,90","55,000",petrol,5,560
nissan,caravan coach,2.5l inline-4 diesel,2498,127,140,"16,90","30,000",diesel,7,260
nissan,serena e-power,1.2l hybrid,1198,134,160,"17,90","35,000",hybrid,7,320
nissan,elgrand,3.5l v6,3498,280,200,"18,90","50,000",petrol,7,344
nissan,datsun 510,1.6l inline-4,1595,96,175,"19,90","25,000",petrol,4,135
nissan,prairie,2.0l inline-4,1998,120,175,"20,90","18,000",petrol,5,170
nissan,pulsar gti-r,2.0l turbo inline-4,1998,230,225,"21,90","30,000",petrol,5,280
nissan,almera tino,1.8l inline-4,1769,114,180,"22,90","15,000",petrol,5,160
nissan,lucino,1.6l inline-4,1597,115,185,"23,90","12,000",petrol,5,150
nissan,rasheen,1.5l inline-4,1497,105,165,"24,90","10,000",petrol,5,135
nissan,mistral,2.7l turbo diesel,2663,125,160,"25,90","25,000",diesel,7,260
nissan,patrol y60,4.2l inline-6,4169,155,160,"26,90","45,000",diesel,7,330
nissan,x-trail gt,2.0l turbo inline-4,1998,280,215,"27,90","38,000",petrol,5,310
nissan,terrano regulus,3.3l v6,3275,170,175,"28,90","28,000",petrol,5,290
nissan,president,4.5l v8,4494,280,210,"29,90","70,000",petrol,5,400
nissan,cima,4.1l v8,4130,270,210,"30,90","60,000",petrol,5,390
nissan,leopard j. ferie,3.0l v6 turbo,2960,255,215,"1,10","45,000",petrol,5,340
nissan,gloria gran turismo,3.0l v6 turbo,2960,255,220,"2,10","50,000",petrol,5,340
nissan,infiniti q45*,4.5l v8,4494,340,240,"3,10","50,000",petrol,5,450
nissan,datsun 240z,2.4l inline-6,2393,151,210,"4,10","45,000",petrol,2,198
nissan,280zx,2.8l inline-6,2753,145,205,"5,10","35,000",petrol,2,210
nissan,silvia s13,1.8l turbo inline-4,1809,175,215,"6,10","20,000",petrol,4,230
nissan,200sx,2.0l turbo inline-4,1998,200,225,"7,10","25,000",petrol,4,260
nissan,nx coupe,1.8l inline-4,1839,140,200,"8,10","18,000",petrol,4,180
nissan,nv2500,4.0l v6,3954,261,160,"9,10","36,000",petrol,2,385
nissan,nv3500,5.6l v8,5552,375,170,"10,10","42,000",petrol,2,525
nissan,nt400 cabstar,3.0l inline-4 diesel,2953,150,140,"11,10","35,000",diesel,3,350
porsche,panamera,2.9l v6 twin turbo,2894,330,270,"12,10","88,000",petrol,4,450
porsche,panamera 4,2.9l v6 twin turbo,2894,330,270,"13,10","92,000",petrol,4,450
porsche,panamera 4s,2.9l v6 twin turbo,2894,440,289,"14,10","105,000",petrol,4,550
porsche,panamera turbo s,4.0l v8 twin turbo,3996,620,315,"15,10","180,000",petrol,4,820
porsche,panamera gts,4.0l v8 twin turbo,3996,473,300,"16,10","130,000",petrol,4,620
porsche,panamera platinum edition,2.9l v6 twin turbo,2894,330,270,"17,10","102,000",petrol,4,450
porsche,panamera e-hybrid,2.9l v6 + electric motor,17.9 kWh Battery,455,280,"18,10","115,000",hybrid (petrol),4,700
porsche,panamera 4 e-hybrid sport turismo,2.9l v6 + electric motor,17.9 kWh Battery,455,280,"19,10","120,000",hybrid (petrol),4,700
porsche,panamera turbo s e-hybrid,4.0l v8 + electric motor,17.9 kWh Battery,690,315,"20,10","190,000",hybrid (petrol),4,870
porsche,panamera 4 executive,2.9l v6 twin turbo,2894,330,270,"21,10","95,000",petrol,4,450
porsche,cayenne,3.0l v6 turbo,2995,335,245,"22,10","80,000",petrol,5,450
porsche,cayenne coupe,3.0l v6 turbo,2995,335,245,"23,10","85,000",petrol,5,450
porsche,cayenne s,2.9l v6 twin turbo,2894,434,265,"24,10","95,000",petrol,5,550
porsche,cayenne turbo,4.0l v8 twin turbo,3996,541,286,"25,10","130,000",petrol,5,770
porsche,cayenne gts,4.0l v8 twin turbo,3996,453,270,"26,10","110,000",petrol,5,620
porsche,cayenne turbo s e-hybrid,4.0l v8 + electric motor,17.9 kWh Battery,670,295,"27,10","170,000",hybrid (petrol),5,900
porsche,macan,2.0l i4 turbo,1984,261,232,"28,10","60,000",petrol,5,400
porsche,macan s,2.9l v6 twin turbo,2894,375,259,"29,10","75,000",petrol,5,520
porsche,macan gts,2.9l v6 twin turbo,2894,434,272,"30,10","85,000",petrol,5,550
porsche,macan t,2.0l i4 turbo,1984,261,232,"31,10","65,000",petrol,5,400
porsche,911 carrera,3.0l flat-6 twin turbo,2981,379,293,"1,11","110,000",petrol,4,450
porsche,911 carrera s,3.0l twin-turbo flat-6,2981,443,308,"2,11","131,300",petrol,4,528
porsche,911 carrera 4,3.0l twin-turbo flat-6,2981,379,293,"3,11","106,500",petrol,4,450
porsche,911 carrera 4s,3.0l twin-turbo flat-6,2981,443,306,"4,11","113,300",petrol,4,528
porsche,911 targa 4,3.0l twin-turbo flat-6,2981,379,289,"5,11","121,300",petrol,4,450
porsche,911 turbo,3.8l twin-turbo flat-6,3745,572,320,"6,11","197,200",petrol,4,750
porsche,911 turbo s,3.8l twin-turbo flat-6,3745,640,330,"7,11","230,400",petrol,4,800
porsche,911 gt3,4.0l naturally aspirated flat-6,3996,502,318,"8,11","161,100",petrol,2,469
porsche,911 gt3 rs,4.0l naturally aspirated flat-6,3996,518,296,"9,11","241,300",petrol,2,465
porsche,911 dakar,3.0l twin-turbo flat-6,2981,473,240,"10,11","222,000",petrol,2,570
porsche,taycan,electric motor,79.2 kWh,402,230,"11,11","86,700",electric,4,344
porsche,taycan 4s,electric motor,79.2 kWh,522,250,"12,11","103,800",electric,4,640
porsche,taycan turbo,electric motor,93.4 kWh,670,260,"13,11","150,900",electric,4,850
porsche,taycan turbo s,electric motor,93.4 kWh,750,260,"14,11","185,000",electric,4,1050
porsche,taycan gts,electric motor,93.4 kWh,590,250,"15,11","132,750",electric,4,850
porsche,taycan cross turismo,electric motor,93.4 kWh,469,220,"16,11","97,700",electric,5,500
porsche,taycan sport turismo,electric motor,79.2 kWh,509,240,"17,11","104,000",electric,5,650
porsche,718 cayman,2.0l turbocharged flat-4,1988,300,275,"18,11","63,400",petrol,2,380
porsche,718 cayman s,2.5l turbocharged flat-4,2497,350,285,"19,11","75,400",petrol,2,420
porsche,718 cayman gt4,4.0l naturally aspirated flat-6,3995,414,302,"20,11","100,200",petrol,2,420
porsche,718 cayman gt4 rs,4.0l naturally aspirated flat-6,3996,493,315,"21,11","141,700",petrol,2,450
porsche,718 boxster,2.0l turbo flat-4,1988,300,275,"22,11","65,500",petrol,2,380
porsche,718 boxster t,2.0l turbo flat-4,1988,300,275,"23,11","69,600",petrol,2,380
porsche,718 boxster gts,4.0l naturally aspirated flat-6,3995,394,293,"24,11","90,300",petrol,2,430
porsche,718 spyder,4.0l naturally aspirated flat-6,3995,414,301,"25,11","98,300",petrol,2,420
porsche,panamera base,2.9l twin-turbo v6,2894,325,265,"26,11","92,300",petrol,4,450
porsche,panamera 4 e-hybrid,2.9l twin-turbo v6 + electric motor,2894,462,280,"27,11","113,300",hybrid,4,700
porsche,panamera 4 sport turismo,2.9l twin-turbo v6,2894,325,265,"28,11","101,400",petrol,4,450
porsche,panamera turbo s e-hybrid sport turismo,4.0l twin-turbo v8 + electric motor,3996,690,315,"29,11","200,200",hybrid,4,870
porsche,panamera 4s e-hybrid executive,2.9l twin-turbo v6 + electric motor,2894,560,295,"30,11","128,900",hybrid,4,750
porsche,panamera platinum edition,2.9l twin-turbo v6,2894,325,265,"1,12","98,300",petrol,4,450
porsche,panamera gts sport turismo,4.0l twin-turbo v8,3996,473,300,"2,12","136,900",petrol,4,620
porsche,panamera turbo executive,4.0l twin-turbo v8,3996,550,306,"3,12","175,200",petrol,4,770
porsche,panamera turbo s exclusive series,4.0l twin-turbo v8,3996,570,310,"4,12","290,000",petrol,4,800
porsche,panamera 4s,2.9l twin-turbo v6,2894,443,289,"5,12","105,000",petrol,4,550
porsche,macan base,2.0l turbo inline-4,1984,265,232,"6,12","58,000",petrol,5,400
porsche,macan t,2.0l turbo inline-4,1984,265,233,"7,12","63,000",petrol,5,400
porsche,macan s,2.9l twin-turbo v6,2894,375,259,"8,12","70,400",petrol,5,520
porsche,macan gts,2.9l twin-turbo v6,2894,434,272,"9,12","82,900",petrol,5,550
porsche,macan ev,dual electric motors,95 kWh,603,240,"10,12","85,000",electric,5,750
porsche,cayenne base,3.0l turbocharged v6,2995,335,245,"11,12","72,200",petrol,5,450
porsche,cayenne e-hybrid,3.0l v6 + electric motor,2995,455,253,"12,12","91,000",hybrid,5,700
porsche,cayenne s coupe,2.9l twin-turbo v6,2894,434,263,"13,12","94,300",petrol,4,550
porsche,cayenne turbo gt,4.0l twin-turbo v8,3996,631,300,"14,12","182,150",petrol,4,850
porsche,cayenne platinum edition,3.0l turbocharged v6,2995,335,245,"15,12","79,000",petrol,5,450
porsche,cayenne turbo s e-hybrid coupe,4.0l twin-turbo v8 + electric motor,3996,670,295,"16,12","167,800",hybrid,4,900
porsche,cayenne gts coupe,4.0l twin-turbo v8,3996,453,270,"17,12","111,200",petrol,4,620
porsche,cayenne diesel (regional markets),3.0l turbo diesel v6,2967,262,221,"18,12","69,000",diesel,5,580
porsche,cayenne s hybrid,3.0l v6 + electric motor,2995,380,242,"19,12","85,500",hybrid,5,580
porsche,cayenne coupe turbo e-hybrid,4.0l twin-turbo v8 + electric motor,3996,728,295,"20,12","182,900",hybrid,4,950
porsche,taycan base,dual electric motors,79.2 kWh,321,230,"21,12","86,700",electric,4,345
cadillac,ct4,2.0l turbo inline-4 gasoline,2000,237,250,"22,12","34,395",petrol,5,350
cadillac,ct4-v,2.7l turbo inline-4 gasoline,2700,325,260,"23,12","46,595",petrol,5,500
cadillac,ct5,2.0l turbo inline-4 gasoline,2000,237,240,"24,12","38,195",petrol,5,350
cadillac,ct5-v,3.0l twin-turbo v6 gasoline,3000,360,250,"25,12","50,995",petrol,5,550
porsche,taycan cross turismo 4,electric motor,93.4 kWh,375,240,"26,12","94,800",electric,4,500
porsche,taycan cross turismo gts,electric motor,93.4 kWh,590,250,"27,12","139,400",electric,4,620
porsche,taycan sport turismo base,electric motor,79.2 kWh,375,230,"28,12","90,500",electric,4,500
porsche,taycan sport turismo gts,electric motor,93.4 kWh,590,250,"29,12","136,700",electric,4,620
porsche,taycan turbo s cross turismo,electric motor,93.4 kWh,750,260,"30,12","190,000",electric,4,1050
porsche,911 carrera base,3.0l twin-turbo flat-6,2981,379,293,"31,12","106,100",petrol,4,450
porsche,911 carrera s cabriolet,3.0l twin-turbo flat-6,2981,443,304,"1,10","129,900",petrol,4,530
porsche,911 carrera 4,3.0l twin-turbo flat-6,2981,379,293,"2,10","113,300",petrol,4,450
porsche,911 carrera 4 gts,3.0l twin-turbo flat-6,2981,473,311,"3,10","137,000",petrol,4,570
porsche,911 targa 4 gts,3.0l twin-turbo flat-6,2981,473,307,"4,10","157,300",petrol,4,570
porsche,911 turbo cabriolet,3.8l twin-turbo flat-6,3745,572,320,"5,10","184,100",petrol,4,750
porsche,911 turbo s coupe,3.8l twin-turbo flat-6,3745,640,330,"6,10","207,000",petrol,4,800
porsche,911 gt3 touring,4.0l naturally aspirated flat-6,3996,502,318,"7,10","170,000",petrol,2,470
porsche,911 gt3 rs clubsport,4.0l naturally aspirated flat-6,3996,525,296,"8,10","223,800",petrol,2,465
porsche,911 dakar limited edition,3.0l twin-turbo flat-6,2981,473,240,"9,10","222,000",petrol,4,570
porsche,911 carrera gts lightweight,3.0l twin-turbo flat-6,2981,473,311,"10,10","145,300",petrol,4,570
porsche,911 targa 4 lightweight,3.0l twin-turbo flat-6,2981,379,289,"11,10","135,500",petrol,4,450
porsche,911 turbo exclusive series,3.8l twin-turbo flat-6,3745,607,330,"12,10","258,000",petrol,4,750
porsche,911 gt2 rs,3.8l twin-turbo flat-6,3745,700,340,"13,10","293,200",petrol,2,750
porsche,911 gt3 cup,4.0l naturally aspirated flat-6,3996,510,290,"14,10","245,000",petrol,1,470
porsche,911 gt4 rs,4.0l naturally aspirated flat-6,3996,500,315,"15,10","222,000",petrol,2,450
porsche,911 rsr (motorsport edition),4.2l naturally aspirated flat-6,4194,515,296,"16,10","750,000",petrol,1,480
porsche,911 sport turismo,3.0l twin-turbo flat-6,2981,379,293,"17,10","116,000",petrol,4,450
porsche,911 turbo cabriolet lightweight,3.8l twin-turbo flat-6,3745,572,318,"18,10","191,300",petrol,4,750
porsche,911 dakar sport,3.0l twin-turbo flat-6,2981,473,240,"19,10","233,000",petrol,4,570
tata motors,tiago,1.2l revotron 3-cylinder petrol,1199,86,170,"20,10","8,200",petrol,5,113
tata motors,tiago ev,permanent magnet synchronous,24 kWh,74,120,"21,10","11,000",electric,5,114
tata motors,altroz dca,1.2l revotron 3-cylinder petrol,1199,86,170,"23,10","11,300",petrol,5,113
tata motors,altroz iturbo,1.2l turbocharged petrol,1199,110,180,"24,10","12,000",petrol,5,140
tata motors,altroz cng,1.2l revotron bi-fuel,1199,86,165,"25,10","11,800",cng/petrol,5,113
tata motors,tiago nrg,1.2l revotron 3-cylinder petrol,1199,86,170,"26,10","9,200",petrol,5,113
tata motors,nano genx,624cc mpfi,624,37,105,"27,10","4,000",petrol,4,51
tata motors,indica ev2,1.4l cr4 diesel,1396,70,155,"28,10","6,200",diesel,5,140
tata motors,indica v2 xeta,1.2l mpfi petrol,1193,65,140,"29,10","5,000",petrol,5,100
tata motors,tigor,1.2l revotron 3-cylinder petrol,1199,86,170,"30,10","9,400",petrol,5,113
tata motors,tigor ev,permanent magnet synchronous,26 kWh,74,120,"31,10","14,500",electric,5,114
tata motors,indigo ecs,1.4l cr4 diesel,1396,70,155,"2,20","6,500",diesel,5,140
cadillac,escalade,6.2l v8 gasoline,6200,420,210,"3,20","79,295",petrol,7,624
tata motors,indigo lx,1.4l cr4 diesel,1396,70,150,"6,20","7,000",diesel,5,140
tata motors,indigo glx,1.4l mpfi petrol,1396,85,160,"7,20","7,200",petrol,5,115
cadillac,escalade esv,6.2l v8 gasoline,6200,420,205,"8,20","82,295",petrol,7,624
tata motors,nexon ev max,permanent magnet synchronous,40.5 kWh,143,140,"10,20","25,000",electric,5,250
tata motors,harrier,2.0l kryotec turbocharged diesel,1956,168,180,"11,20","23,000",diesel,5,350
tata motors,safari,2.0l kryotec turbocharged diesel,1956,168,180,"12,20","25,500",diesel,7,350
tata motors,punch,1.2l revotron petrol,1199,86,160,"13,20","10,500",petrol,5,113
tata motors,hexa,2.2l varicor diesel,2179,154,180,"14,20","20,000",diesel,7,400
tata motors,aria,2.2l dicor diesel,2179,138,162,"15,20","19,000",diesel,7,320
tata motors,sumo gold,3.0l cr4 diesel,2956,85,125,"16,20","15,000",diesel,7,250
tata motors,sumo grande,2.2l dicor diesel,2179,118,140,"17,20","16,500",diesel,7,250
tata motors,nexon ev prime,permanent magnet synchronous,30.2 kWh,129,120,"18,20","22,000",electric,5,245
tata motors,tiago ev,permanent magnet synchronous,24 kWh,74,120,"19,20","11,000",electric,5,114
tesla,model s,electric motor,100 kWh,670,250,"20,20","88,490",electric,5,967
tesla,model s plaid,electric motor,100 kWh,"1,02",322,"21,20","108,490",electric,5,"1,4"
tesla,model 3,electric motor,60 kWh,283,225,"22,20","40,240",electric,5,420
tesla,model 3 performance,electric motor,82 kWh,450,261,"23,20","53,240",electric,5,660
tesla,model x,electric motor,100 kWh,670,250,"24,20","98,490",electric,7,967
tesla,model x plaid,electric motor,100 kWh,"1,02",262,"25,20","113,490",electric,6,"1,4"
tesla,model y,electric motor,75 kWh,346,217,"26,20","47,490",electric,5,498
tesla,model y long range,electric motor,82 kWh,384,217,"27,20","50,490",electric,5,559
tesla,cybertruck,electric motor,200 kWh,800,209,"28,20","69,900",electric,6,"1,355"
tesla,roadster 2,electric motor,200 kWh,"1,288",402,"1,30","200,000",electric,4,10
jeep,wrangler,3.6l v6 pentastar gasoline,3600,285,180,"2,30","35,195",petrol,4,353
jeep,wrangler rubicon,2.0l turbo i4 gasoline,2000,270,180,"3,30","42,100",petrol,4,400
jeep,grand cherokee,3.6l v6 pentastar gasoline,3600,293,209,"4,30","41,530",petrol,5,352
jeep,grand cherokee l,3.6l v6 pentastar gasoline,3600,293,209,"5,30","43,530",petrol,7,352
jeep,cherokee,2.4l i4 tigershark gasoline,2400,180,195,"6,30","37,695",petrol,5,230
jeep,compass,2.0l turbo gasoline,2000,200,200,"7,30","31,590",petrol,5,320
jeep,renegade,1.3l turbo i4 gasoline,1300,177,200,"8,30","28,345",petrol,5,285
jeep,gladiator,3.6l v6 pentastar gasoline,3600,285,177,"9,30","38,775",petrol,5,353
jeep,wagoneer,5.7l v8 gasoline with etorque,5700,392,190,"10,30","63,595",petrol,8,548
jeep,grand wagoneer,6.4l v8 gasoline,6400,471,190,"11,30","91,495",petrol,8,617
